_id;name;wikiUrl;race;birth;gender;death;hair;height;realm;spouse
5cd99d4bde30eff6ebccfc66;Estella (Bolger) Brandybuck;http://lotr.wikia.com//wiki/Estella_(Bolger)_Brandybuck;Hobbit;TA 2985;Female;Before ,FO 63;Dark Blonde;;;Meriadoc Brandybuck
5cd99d4bde30eff6ebccfc67;Hilda Brandybuck;http://lotr.wikia.com//wiki/Hilda_Brandybuck;Hobbit;TA 2954;Female;;;;;Seredic Brandybuck
5cd99d4bde30eff6ebccfc68;Madoc Brandybuck;http://lotr.wikia.com//wiki/Madoc_Brandybuck;Hobbit;SR 1175;Male;SR 1277;;;Buckland;Hanna Goldworthy
5cd99d4bde30eff6ebccfc69;Melilot Brandybuck;http://lotr.wikia.com//wiki/Melilot_Brandybuck;Hobbit;SR 1385;Female;;;;;
5cd99d4bde30eff6ebccfc6a;Mentha Brandybuck;http://lotr.wikia.com//wiki/Mentha_Brandybuck;Hobbit;TA 2983;Female;Early-,Fourth Age;Dark Brown;;;
5cd99d4bde30eff6ebccfc6b;Borin;http://lotr.wikia.com//wiki/Borin;Dwarf;TA 2450;Male;TA 2711;;;;
5cd99d4bde30eff6ebccfc6c;Mirabella (Took) Brandybuck;http://lotr.wikia.com//wiki/Mirabella_(Took)_Brandybuck;Hobbit;TA 2860;Female;TA 2960;;;;Gorbadoc Brandybuck
5cd99d4bde30eff6ebccfc6d;Primula (Brandybuck) Baggins;http://lotr.wikia.com//wiki/Primula_(Brandybuck)_Baggins;Hobbit;TA 2920;Female;TA 2980;;;;Drogo Baggins
5cd99d4bde30eff6ebccfc6e;Seredic Brandybuck;http://lotr.wikia.com//wiki/Seredic_Brandybuck;Hobbit;TA 2948;Male;;;;;Hilda Bracegirdle
5cd99d4bde30eff6ebccfc6f;Brego;http://lotr.wikia.com//wiki/Brego;Human;TA 2512;Male;TA 2570;;;Rohan;Unnamed wife
5cd99d4bde30eff6ebccfc70;Bregolas;http://lotr.wikia.com//wiki/Bregolas;Human;Late ,First Age;Male;FA 455;;;;Unnamed wife
5cd99d4bde30eff6ebccfc71;Bregor;http://lotr.wikia.com//wiki/Bregor;Human;Mid ,First Age;Male;Late First Age;;;;Unnamed wife
5cd99d4bde30eff6ebccfc72;Sapphira (Brockhouse) Boffin;http://lotr.wikia.com//wiki/Sapphira_(Brockhouse)_Boffin;Hobbit;TA 2857;Female;;;;;Uffo Boffin
5cd99d4bde30eff6ebccfc73;Bucca of the Marish;http://lotr.wikia.com//wiki/Bucca_of_the_Marish;Hobbit;TA 1930;Male;TA 2031;;;;
5cd99d4bde30eff6ebccfc74;Asphodel (Brandybuck) Burrows;http://lotr.wikia.com//wiki/Asphodel_(Brandybuck)_Burrows;Hobbit;TA 2913;Female;TA 3012;;;;Rufus Burrows
5cd99d4bde30eff6ebccfc75;Milo Burrows;http://lotr.wikia.com//wiki/Milo_Burrows;Hobbit;SR 1347;Male;;;;;Peony Baggins
5cd99d4bde30eff6ebccfc76;Celandine Brandybuck;http://lotr.wikia.com//wiki/Celandine_Brandybuck;Hobbit;TA 2994;Female;;;;;
5cd99d4bde30eff6ebccfc77;Bëor;http://lotr.wikia.com//wiki/B%C3%ABor;Human;FA 262;Male;FA 355;;;;Unnamed wife
5cd99d4bde30eff6ebccfc78;Bór;http://lotr.wikia.com//wiki/B%C3%B3r;Human;Late ,First Age;Male;FA 473;;;;Unnamed wife
5cd99d4bde30eff6ebccfc79;Calimehtar;http://lotr.wikia.com//wiki/Calimehtar;Human;TA 1736;Male;TA 1936;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfc7a;Minto Burrows;http://lotr.wikia.com//wiki/Minto_Burrows;Hobbit;TA 2996;Male;;;;;
5cd99d4bde30eff6ebccfc7b;Boron;http://lotr.wikia.com//wiki/Boron;Human;First Age;Male;First Age;;;;Unnamed wife
5cd99d4bde30eff6ebccfc7c;Meriadoc Brandybuck;http://lotr.wikia.com//wiki/Meriadoc_Brandybuck;Hobbit;TA 2982;Male;FO 65;Golden yellow (film);"1.38m (4'6"")";;Estella (Bolger) Brandybuck
5cd99d4bde30eff6ebccfc7d;Calmacil;http://lotr.wikia.com//wiki/Calmacil;Human;TA 1058;Male;TA 1304;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfc7e;Celeborn;http://lotr.wikia.com//wiki/Celeborn;Elf;YT;Male;Still alive, departed over the sea in the early Fourth Age;Silver;Tall;Eregion,Lothlórien,Caras Galadhon;Galadriel
5cd99d4bde30eff6ebccfc7f;Celebrimbor;http://lotr.wikia.com//wiki/Celebrimbor;Elf;YT;Male;SA 1697 ,War of the Elves and Sauron;Dark;;Eregion;
5cd99d4bde30eff6ebccfc80;Celebrindor;http://lotr.wikia.com//wiki/Celebrindor;Human;TA 1062;Male;TA 1272;;;Arthedain;Unnamed wife
5cd99d4bde30eff6ebccfc81;Celebrían;http://lotr.wikia.com//wiki/Celebr%C3%ADan;Elf;Between the years ,SA 350, and SA 400;Female;Still alive;;;;
5cd99d4bde30eff6ebccfc82;Celegorm;http://lotr.wikia.com//wiki/Celegorm;Elf;During in the ,Noontide of Valinor;Male;FA 506;Fair;;;
5cd99d4bde30eff6ebccfc83;Celepharn;http://lotr.wikia.com//wiki/Celepharn;Human;TA 979;Male;TA 1191;;;Arthedain;Unnamed wife
5cd99d4bde30eff6ebccfc84;Cemendur;http://lotr.wikia.com//wiki/Cemendur;Human;SA 3399;Male;TA 238;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfc85;Cemendur (son of Axantur);http://lotr.wikia.com//wiki/Cemendur_(son_of_Axantur);Human;SA 575;Male;;;;;Unnamed wife
5cd99d4bde30eff6ebccfc86;Ceorl;http://lotr.wikia.com//wiki/Ceorl;Human;Late ,Third Age;Male;;;;;
5cd99d4bde30eff6ebccfc87;Caliondo;http://lotr.wikia.com//wiki/Caliondo;Human;SA 512;Male;SA 900;;;;Unnamed wife
5cd99d4bde30eff6ebccfc88;Cirion;http://lotr.wikia.com//wiki/Cirion;Human;TA 2449;Male;TA 2567;;;;Unnamed wife
5cd99d4bde30eff6ebccfc89;Ciryandil;http://lotr.wikia.com//wiki/Ciryandil;Human;TA 820;Male;TA 1015;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfc8a;Ciryatur;http://lotr.wikia.com//wiki/Ciryatur;Human;Mid ,Second Age;Male;After ,SA 1700;Black;Tall;;
5cd99d4bde30eff6ebccfc8b;Ciryon;http://lotr.wikia.com//wiki/Ciryon;Human;SA 3379;Male;TA 2;;;;Unknown, possibly known
5cd99d4bde30eff6ebccfc8c;Bowman Cotton;http://lotr.wikia.com//wiki/Bowman_Cotton;Hobbit;TA 2886;Male;;;;;
5cd99d4bde30eff6ebccfc8d;Lily Cotton;http://lotr.wikia.com//wiki/Lily_Cotton;Hobbit;Late ,Third Age;Female;;;;;Farmer Cotton
5cd99d4bde30eff6ebccfc8e;Marigold (Gamgee) Cotton;http://lotr.wikia.com//wiki/Marigold_(Gamgee)_Cotton;Hobbit;TA 2983;Female;;;;;Tolman Cotton
5cd99d4bde30eff6ebccfc8f;Rosie Cotton;http://lotr.wikia.com//wiki/Rosie_Cotton;Hobbit;TA 2984;Female;FO 61;Light brown (film);;;Sam Gamgee
5cd99d4bde30eff6ebccfc90;Tolman Cotton;http://lotr.wikia.com//wiki/Tolman_Cotton;Hobbit;TA 2941;Male;FO 20;;;;Lily Brown
5cd99d4bde30eff6ebccfc91;Castamir the Usurper;http://lotr.wikia.com//wiki/Castamir_the_Usurper;Human;TA 1259;Male;TA 1447;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfc92;Curufin;http://lotr.wikia.com//wiki/Curufin;Elf;During the ,Noontide of Valinor;Male;FA 506;Dark;;Himlad;Unnamed wife
5cd99d4bde30eff6ebccfc93;Círdan;http://lotr.wikia.com//wiki/C%C3%ADrdan;Elf;YT, 1050. Age = 11,484.9 Sun Years or 1,198.6 Valian Years as of FO 121 (death of Arwen).;Male;Still alive, sailed into the ,West, sometime during the ,Fourth Age last of all elves to leave ,Middle-earth,.;Silver, bearded;Very tall;;Presumably none
5cd99d4bde30eff6ebccfc94;Dairuin;http://lotr.wikia.com//wiki/Dairuin;Human;Late ,First Age;Male;FA 460;;;;
5cd99d4bde30eff6ebccfc95;Damrod;http://lotr.wikia.com//wiki/Damrod;Human;Late ,Third Age;Male;TA 3019;Dark;;;
5cd99d4bde30eff6ebccfc96;User:Deathshriek;http://lotr.wikia.com//wiki/User:Deathshriek;Dwarf;;;;;;;
5cd99d4bde30eff6ebccfc97;Denethor (First Age);http://lotr.wikia.com//wiki/Denethor_(First_Age);Elf;YT;Male;YT 1497;;;Ossiriand;
5cd99d4bde30eff6ebccfc98;Falco Chubb-Baggins;http://lotr.wikia.com//wiki/Falco_Chubb-Baggins;Hobbit;TA 2903;Male;TA 2999;;;;Unnamed wife
5cd99d4bde30eff6ebccfc99;Caranthir;http://lotr.wikia.com//wiki/Caranthir;Elf;During the ,Noontide of Valinor;Male;FA 506;Dark;;;Unnamed wife
5cd99d4bde30eff6ebccfc9a;Denethor II;http://lotr.wikia.com//wiki/Denethor_II;Human;TA 2930;Male;March 15 ,3019;Dark, grey (in old age);;;Finduilas
5cd99d4bde30eff6ebccfc9b;Diamond Took;http://lotr.wikia.com//wiki/Diamond_Took;Hobbit;TA 2995;Female;Before ,FO 63;Brown (film);;;Peregrin Took
5cd99d4bde30eff6ebccfc9c;Dinodas Brandybuck;http://lotr.wikia.com//wiki/Dinodas_Brandybuck;Hobbit;SR 1316;Male;SR 1410;;;;
5cd99d4bde30eff6ebccfc9d;Dior (Steward);http://lotr.wikia.com//wiki/Dior_(Steward);Human;TA 2328;Male;TA 2435;;;;Possibly none
5cd99d4bde30eff6ebccfc9e;Dodinas Brandybuck;http://lotr.wikia.com//wiki/Dodinas_Brandybuck;Hobbit;;Male;;;;;
5cd99d4bde30eff6ebccfc9f;Dori;http://lotr.wikia.com//wiki/Dori;Dwarf;TA 2827;Male;;Gray (film);;;
5cd99d4bde30eff6ebccfca0;Dorlas;http://lotr.wikia.com//wiki/Dorlas;Human;Late ,First Age;Males;FA 499;;;;
5cd99d4bde30eff6ebccfca1;Denethor I;http://lotr.wikia.com//wiki/Denethor_I;Human;TA 2375;Male;TA 2477;;;;Unnamed wife
5cd99d4bde30eff6ebccfca2;Duinhir;http://lotr.wikia.com//wiki/Duinhir;Human;Late-,Third Age;Male;Early-,Fourth Age;Dark (Decipher Card);Tall;;Unnamed wife
5cd99d4bde30eff6ebccfca3;Durin VII;http://lotr.wikia.com//wiki/Durin_VII;Dwarf;FO 2;Male;;;;Khazad-dum;
5cd99d4bde30eff6ebccfca4;Dwalin;http://lotr.wikia.com//wiki/Dwalin;Dwarf;TA 2772;Male;FO 91;Brown;;;
5cd99d4bde30eff6ebccfca5;Dáin I;http://lotr.wikia.com//wiki/D%C3%A1in_I;Dwarf;TA 2440;Male;TA 2589;;;Grey Mountains;Unnamed wife
5cd99d4bde30eff6ebccfca6;Dervorin;http://lotr.wikia.com//wiki/Dervorin;Human;Late ,Third Age;Male;;;;;
5cd99d4bde30eff6ebccfca7;Déagol;http://lotr.wikia.com//wiki/D%C3%A9agol;Hobbit;Between TA 2400 and ,TA 2430;Male;TA 2463;Dark-brown;;;
5cd99d4bde30eff6ebccfca8;Déor;http://lotr.wikia.com//wiki/D%C3%A9or;Human;TA 2644;Male;TA 2718;;;Rohan;
5cd99d4bde30eff6ebccfca9;Derufin;http://lotr.wikia.com//wiki/Derufin;Human;Late ,Third Age;Male;Mid ,March ,3019;;;;
5cd99d4bde30eff6ebccfcaa;Duilin;http://lotr.wikia.com//wiki/Duilin;Human;Late ,Third Age;Male;TA 3019;;;;
5cd99d4bde30eff6ebccfcab;Dáin II Ironfoot;http://lotr.wikia.com//wiki/D%C3%A1in_II_Ironfoot;Dwarf;TA 2767;Male;March 17 ,3019;;4'5 - 5' (Estimate);Lonely Mountain;Unnamed wife
5cd99d4bde30eff6ebccfcac;Déorwine;http://lotr.wikia.com//wiki/D%C3%A9orwine;Human;Late ,Third Age;Male;March 15 ,3019;;;;
5cd99d4bde30eff6ebccfcad;Dírhael;http://lotr.wikia.com//wiki/D%C3%ADrhael;Human;TA 2838;Male;After ,TA 2929;Brown (film);;;Ivorwen
5cd99d4bde30eff6ebccfcae;Dírhavel;http://lotr.wikia.com//wiki/D%C3%ADrhavel;Human;Late ,First Age;Male;Late First Age;;;;
5cd99d4bde30eff6ebccfcaf;Dís;http://lotr.wikia.com//wiki/D%C3%ADs;Dwarf;TA 2760;Female;After ,TA 2941;;;;
5cd99d4bde30eff6ebccfcb0;Dúnhere;http://lotr.wikia.com//wiki/D%C3%BAnhere;Human;Late ,Third Age;Male;March 15 ,3019;;;;
5cd99d4bde30eff6ebccfcb1;Ecthelion II;http://lotr.wikia.com//wiki/Ecthelion_II;Human;TA 2886;Male;TA 2984;;;;Unnamed wife
5cd99d4bde30eff6ebccfcb2;Ecthelion I;http://lotr.wikia.com//wiki/Ecthelion_I;Human;TA 2600;Male;TA 2698;;;;Possibly none
5cd99d4bde30eff6ebccfcb3;Edrahil;http://lotr.wikia.com//wiki/Edrahil;Elf;;Male;FA 465;;;;
5cd99d4bde30eff6ebccfcb4;Egalmoth;http://lotr.wikia.com//wiki/Egalmoth;Human;TA 2626;Male;TA 2743;;;;Unnamed wife
5cd99d4bde30eff6ebccfcb5;Eglantine (Banks) Took;http://lotr.wikia.com//wiki/Eglantine_(Banks)_Took;Hobbit;Late ,Third Age;Female;Late Third Age;;;;Paladin Took II
5cd99d4bde30eff6ebccfcb6;Eilinel;http://lotr.wikia.com//wiki/Eilinel;Human;Mid ,First Age;Female;Between ,FA 455, - ,FA 460;;;;Gorlim
5cd99d4bde30eff6ebccfcb7;Elatan;http://lotr.wikia.com//wiki/Elatan;Human;Early ,Second Age;Male;Early Second Age;;;;Silmariën
5cd99d4bde30eff6ebccfcb8;Eldacar (King of Arnor);http://lotr.wikia.com//wiki/Eldacar_(King_of_Arnor);Human;TA 87;Male;TA 339;;;Arnor;Unnamed wife
5cd99d4bde30eff6ebccfcb9;Eldarion;http://lotr.wikia.com//wiki/Eldarion;Human;FO 43;Male;Before ,FO 220;Dark;;Reunited Kingdom,Arnor,Gondor;
5cd99d4bde30eff6ebccfcba;Eldacar (King of Gondor);http://lotr.wikia.com//wiki/Eldacar_(King_of_Gondor);Human;TA 1255;Male;TA 1490;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfcbb;Elemmírë (elf);http://lotr.wikia.com//wiki/Elemm%C3%ADr%C3%AB_(elf);Elf;;;Presumably still alive;;;;
5cd99d4bde30eff6ebccfcbc;Elendil;http://lotr.wikia.com//wiki/Elendil;Human;SA 3119;Male;SA 3441;Brown;"7' 10""";Arnor,Gondor;Unnamed wife
5cd99d4bde30eff6ebccfcbd;Elendur;http://lotr.wikia.com//wiki/Elendur;Human;SA 3299;Male;TA 2;;;;Unnamed wife
5cd99d4bde30eff6ebccfcbe;Elendur of Arnor;http://lotr.wikia.com//wiki/Elendur_of_Arnor;Human;TA 552;Male;TA 777;;;Arnor;Unnamed wife
5cd99d4bde30eff6ebccfcbf;Elboron;http://lotr.wikia.com//wiki/Elboron;Human;;Male;;;;;
5cd99d4bde30eff6ebccfcc0;Eldalótë;http://lotr.wikia.com//wiki/Eldal%C3%B3t%C3%AB;Elf;YT;Female;;;;;Angrod
5cd99d4bde30eff6ebccfcc1;Elenwë;http://lotr.wikia.com//wiki/Elenw%C3%AB;Elf;YT;Female;YT 1500;Golden;Tall;;Turgon
5cd99d4bde30eff6ebccfcc2;Elfhelm;http://lotr.wikia.com//wiki/Elfhelm;Human;TA 2985;Male;Early ,Fourth Age;Dark;;;
5cd99d4bde30eff6ebccfcc3;Elfhild;http://lotr.wikia.com//wiki/Elfhild;Human;TA 2950;Female;TA 2978;;;Rohan;Théoden
5cd99d4bde30eff6ebccfcc4;Elfwine;http://lotr.wikia.com//wiki/Elfwine;Human;FO 8;Male;FO 103;;;Rohan;
5cd99d4bde30eff6ebccfcc5;Elladan and Elrohir;http://lotr.wikia.com//wiki/Elladan_and_Elrohir;Elf;TA 130;Male;;Dark;Tall;;
5cd99d4bde30eff6ebccfcc6;Emeldir;http://lotr.wikia.com//wiki/Emeldir;Human;FA 406;Female;;;;;Barahir
5cd99d4bde30eff6ebccfcc7;Elphir;http://lotr.wikia.com//wiki/Elphir;Human;TA 2987;Male;FO 57;;;;Unnamed wife
5cd99d4bde30eff6ebccfcc8;Elrond;http://lotr.wikia.com//wiki/Elrond;Elf;FA 532;Male;Still alive;;;;
5cd99d4bde30eff6ebccfcc9;Enel;http://lotr.wikia.com//wiki/Enel;Elf;Unknown, Awakened in the Years of the Trees;Male;;;;;Enelyë
5cd99d4bde30eff6ebccfcca;Enelyë;http://lotr.wikia.com//wiki/Enely%C3%AB;Elf;Unknown, Awakened in the ,Years of the Trees;Female;;;;;Enel
5cd99d4bde30eff6ebccfccb;Enerdhil;http://lotr.wikia.com//wiki/Enerdhil;Elf;Unknown, possibly in the ,First Age;Male;;;;;
5cd99d4bde30eff6ebccfccd;Erchirion;http://lotr.wikia.com//wiki/Erchirion;Human;TA 2990;Male;Early ,Fourth Age;;;;
5cd99d4bde30eff6ebccfcce;Erellont;http://lotr.wikia.com//wiki/Erellont;Elf;unknown;Male;unknown;;;;unknown
5cd99d4bde30eff6ebccfccf;Erendis;http://lotr.wikia.com//wiki/Erendis;Human;SA 771;Female;SA 985;Dark;;Númenor;Tar-Aldarion
5cd99d4bde30eff6ebccfcd0;Erestor;http://lotr.wikia.com//wiki/Erestor;Elf;;Male;;;;;
5cd99d4bde30eff6ebccfcd2;Eorl the Young;http://lotr.wikia.com//wiki/Eorl_the_Young;Human;TA 2485;Male;TA 2545;Blond;;Rohan;Unnamed wife
5cd99d4bde30eff6ebccfcd3;Erkenbrand;http://lotr.wikia.com//wiki/Erkenbrand;Human;Late ,Third Age;Male;early ,Fourth Age;;Tall;;
5cd99d4bde30eff6ebccfcd4;Estelmo;http://lotr.wikia.com//wiki/Estelmo;Human;Late ,Second Age;Male;Early ,Third Age;;;;
5cd99d4bde30eff6ebccfcd5;Eradan;http://lotr.wikia.com//wiki/Eradan;Human;TA 1999;Male;TA 2116;;;;Unnamed wife
5cd99d4bde30eff6ebccfcd6;Eärendur of Númenor;http://lotr.wikia.com//wiki/E%C3%A4rendur_of_N%C3%BAmenor;Human;SA 361;Male;Early ,Second Age;;;;Unnamed wife
5cd99d4bde30eff6ebccfcd7;Eärnil I;http://lotr.wikia.com//wiki/E%C3%A4rnil_I;Human;TA 736;Male;TA 936;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfcd8;Eärnil II;http://lotr.wikia.com//wiki/E%C3%A4rnil_II;Human;TA 1883;Male;TA 2043;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfcd9;Eärnur;http://lotr.wikia.com//wiki/E%C3%A4rnur;Human;TA 1928;Male;TA 2050;;;Gondor;
5cd99d4bde30eff6ebccfcda;Eärwen;http://lotr.wikia.com//wiki/E%C3%A4rwen;Elf;Years of the Trees;Female;Still alive;Star-like;;;Finarfin
5cd99d4bde30eff6ebccfcdb;Eärendur (Lord of Andúnië);http://lotr.wikia.com//wiki/E%C3%A4rendur_(Lord_of_And%C3%BAni%C3%AB);Human;Late ,Second Age;Male;Late Second Age;;;;
5cd99d4bde30eff6ebccfcdc;Eöl;http://lotr.wikia.com//wiki/E%C3%B6l;Elf;YT;Male;FA 400;Dark;Tall;Nan Elmoth;Aredhel
5cd99d4bde30eff6ebccfcdd;Eärendil of Gondor;http://lotr.wikia.com//wiki/E%C3%A4rendil_of_Gondor;Human;TA 48;Male;TA 324;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfcde;Eärendur of Arnor;http://lotr.wikia.com//wiki/E%C3%A4rendur_of_Arnor;Human;TA 640;Male;TA 861;;;;Unnamed wife
5cd99d4bde30eff6ebccfcdf;Faramir (son of Ondoher);http://lotr.wikia.com//wiki/Faramir_(son_of_Ondoher);Human;Mid ,Third Age;Male;TA 1944;;;;
5cd99d4bde30eff6ebccfce0;Fastred;http://lotr.wikia.com//wiki/Fastred;Human;TA 2858;Male;TA 2885;;;;
5cd99d4bde30eff6ebccfce1;Fastred (Pelennor Fields);http://lotr.wikia.com//wiki/Fastred_(Pelennor_Fields);Human;Late ,Third Age;Male;March 15 ,3019;;;;
5cd99d4bde30eff6ebccfce2;Fengel;http://lotr.wikia.com//wiki/Fengel;Human;TA 2870;Male;TA 2953;;;Rohan;
5cd99d4bde30eff6ebccfce3;Ferumbras Took II;http://lotr.wikia.com//wiki/Ferumbras_Took_II;Hobbit;TA 2701;Male;TA 2801;;;;Unnamed wife
5cd99d4bde30eff6ebccfce4;Finarfin;http://lotr.wikia.com//wiki/Finarfin;Elf;YT 1230;Male;Still Alive;Golden;;Tirion;Eärwen
5cd99d4bde30eff6ebccfce5;Findegil;http://lotr.wikia.com//wiki/Findegil;Human;Fourth Age;Male;sometime after ,FO 172;;;;
5cd99d4bde30eff6ebccfce6;Findis;http://lotr.wikia.com//wiki/Findis;Elf;Years of the Trees;Female;;;;;
5cd99d4bde30eff6ebccfce7;Finduilas;http://lotr.wikia.com//wiki/Finduilas;Elf;First Age;Female;FA 495;Golden;;;None
5cd99d4bde30eff6ebccfce8;Finduilas of Dol Amroth;http://lotr.wikia.com//wiki/Finduilas_of_Dol_Amroth;Human;TA 2950;Female;TA 2988;Dark;;;Denethor II
5cd99d4bde30eff6ebccfce9;Fingolfin;http://lotr.wikia.com//wiki/Fingolfin;Elf;YT 1190;Male;FA 455;Dark;;Hithlum,Beleriand;Anairë
5cd99d4bde30eff6ebccfcea;Farin;http://lotr.wikia.com//wiki/Farin;Dwarf;TA 2560;Male;TA 2803;;;;Unnamed wife
5cd99d4bde30eff6ebccfceb;Fingon;http://lotr.wikia.com//wiki/Fingon;Elf;YT during the ,Noontide of Valinor;Male;FA 472;Dark;;Hithlum;
5cd99d4bde30eff6ebccfcec;Finrod;http://lotr.wikia.com//wiki/Finrod;Elf;YT 1300;Male;FA 465;Golden;;;Loved ,Amarië but they never married
5cd99d4bde30eff6ebccfced;Finwë;http://lotr.wikia.com//wiki/Finw%C3%AB;Elf;YT, and perhaps Firstborn;Male;YT 1495;Black;;Tirion,Formenos;Míriel Serindë then ,Indis
5cd99d4bde30eff6ebccfcee;Flói;http://lotr.wikia.com//wiki/Fl%C3%B3i;Dwarf;Late ,Third Age;Male;TA 2994;;;;
5cd99d4bde30eff6ebccfcef;Faramir;http://lotr.wikia.com//wiki/Faramir;Human;TA 2983;Male;February 26 ,82;Raven;;Minas Ithil;owyn
5cd99d4bde30eff6ebccfcf0;Folca;http://lotr.wikia.com//wiki/Folca;Human;TA 2804;Male;TA 2864;;;;Unnamed wife
5cd99d4bde30eff6ebccfcf1;Fastolph Bolger;http://lotr.wikia.com//wiki/Fastolph_Bolger;Hobbit;SR 1210;Male;;;;Shire;Pansy Baggins
5cd99d4bde30eff6ebccfcf2;Folcred;http://lotr.wikia.com//wiki/Folcred;Human;TA 2858;Male;TA 2885;;;;
5cd99d4bde30eff6ebccfcf3;Forlong;http://lotr.wikia.com//wiki/Forlong;Human;Late ,Third Age;Male;TA 3019;;;;unknown
5cd99d4bde30eff6ebccfcf4;Folcwine;http://lotr.wikia.com//wiki/Folcwine;Human;TA 2830;Male;TA 2903;;;Rohan;Unnamed wife
5cd99d4bde30eff6ebccfcf5;Fortinbras Took I;http://lotr.wikia.com//wiki/Fortinbras_Took_I;Hobbit;TA 2745;Male;TA 2848;;;;Unnamed wife
5cd99d4bde30eff6ebccfcf6;Forthwini;http://lotr.wikia.com//wiki/Forthwini;Human;Mid ,Third Age;Male;TA 1944;;;;Unknown, but possible since he had descendants
5cd99d4bde30eff6ebccfcf7;Forweg;http://lotr.wikia.com//wiki/Forweg;Human;Late ,First Age;Male;Late First Age;Fair;;;Unknown, probably none
5cd99d4bde30eff6ebccfcf8;Freca;http://lotr.wikia.com//wiki/Freca;Human;TA 2698;Male;TA 2754;Dark;;;Unnamed wife
5cd99d4bde30eff6ebccfcf9;Fram;http://lotr.wikia.com//wiki/Fram;Human;TA 1967;Male;Unknown, sometime after ,TA 2000;;;;Unknown, probably as he had descendants
5cd99d4bde30eff6ebccfcfa;Frerin;http://lotr.wikia.com//wiki/Frerin;Dwarf;TA 2751;Male;TA 2799;;;;
5cd99d4bde30eff6ebccfcfb;Frumgar;http://lotr.wikia.com//wiki/Frumgar;Human;TA 1940;Male;TA 2001;;;;Unnamed wife
5cd99d4bde30eff6ebccfcfc;Fréawine;http://lotr.wikia.com//wiki/Fr%C3%A9awine;Human;TA 2594;Male;TA 2680;;;Rohan;
5cd99d4bde30eff6ebccfcfd;Frór;http://lotr.wikia.com//wiki/Fr%C3%B3r;Dwarf;TA 2552;Male;TA 2589;;;;
5cd99d4bde30eff6ebccfcfe;Frár;http://lotr.wikia.com//wiki/Fr%C3%A1r;Dwarf;Late ,Third Age;Male;November 102994;;;;
5cd99d4bde30eff6ebccfcff;Fundin;http://lotr.wikia.com//wiki/Fundin;Dwarf;TA 2662;Male;TA 2799;;;;Unnamed wife
5cd99d4bde30eff6ebccfd00;Fréa;http://lotr.wikia.com//wiki/Fr%C3%A9a;Human;TA 2570;Male;TA 2659;;;Rohan;Unnamed wife
5cd99d4bde30eff6ebccfd01;Fréaláf Hildeson;http://lotr.wikia.com//wiki/Fr%C3%A9al%C3%A1f_Hildeson;Human;TA 2726;Male;TA 2798;;;Rohan;Unnamed wife
5cd99d4bde30eff6ebccfd02;Fëanor;http://lotr.wikia.com//wiki/F%C3%ABanor;Elf;YT 1169;Male;YT 1497;Raven;Tall;Tirion,Formenos;Nerdanel
5cd99d4bde30eff6ebccfd03;Fíriel;http://lotr.wikia.com//wiki/F%C3%ADriel;Human;TA 1896;Female;;;;Arthedain;Arvedui
5cd99d4bde30eff6ebccfd04;Fíli and Kíli;http://lotr.wikia.com//wiki/F%C3%ADli_and_K%C3%ADli;Dwarf;TA 2859;Male;November 23TA 2941;Yellow;;;
5cd99d4bde30eff6ebccfd05;Galar;http://lotr.wikia.com//wiki/Galar;Dwarf;;;;;;;
5cd99d4bde30eff6ebccfd06;Galadriel;http://lotr.wikia.com//wiki/Galadriel;Elf;YT 1362;Female;Still alive: Departed over the sea on ,September 29 ,3021;Golden;Tall;Eregion,Lothlórien,Caras Galadhon;Celeborn
5cd99d4bde30eff6ebccfd07;Galdor;http://lotr.wikia.com//wiki/Galdor;Human;FA 417;Male;FA 462;;Tall;;Hareth
5cd99d4bde30eff6ebccfd08;Galion;http://lotr.wikia.com//wiki/Galion;Elf;;Male;;;;;
5cd99d4bde30eff6ebccfd09;Daisy Gamgee I;http://lotr.wikia.com//wiki/Daisy_Gamgee_I;Hobbit;TA 2972;Female;FO 54;;;;
5cd99d4bde30eff6ebccfd0a;Frodo Gardner;http://lotr.wikia.com//wiki/Frodo_Gardner;Hobbit;FO 2;Male;FO;;;;Unnamed wife
5cd99d4bde30eff6ebccfd0b;Hamson Gamgee;http://lotr.wikia.com//wiki/Hamson_Gamgee;Hobbit;TA 2965;Male;;;;;
5cd99d4bde30eff6ebccfd0c;May Gamgee;http://lotr.wikia.com//wiki/May_Gamgee;Hobbit;TA 2976;Female;;;;;
5cd99d4bde30eff6ebccfd0d;Samwise Gamgee;http://lotr.wikia.com//wiki/Samwise_Gamgee;Hobbit;April 6 ,2980;Male;Still alive, after going to the ,Undying Lands, in ,FO 61;Blond (movie);"1.22m (4'0"")";;Rosie Cotton
5cd99d4bde30eff6ebccfd0e;Gamling;http://lotr.wikia.com//wiki/Gamling;Human;Possibly late ,Third Age;Male;;Possibly blond;;;
